Date,Open,High,Low,Close,Adj Close,Volume
1976-12-30,0.000000,6.125000,5.750000,5.750000,2.677091,1200
1976-12-31,0.000000,6.125000,5.750000,5.750000,2.677091,3400
1977-01-03,0.000000,6.250000,5.875000,5.875000,2.735288,3200
1977-01-04,0.000000,6.500000,6.125000,6.125000,2.851685,5400
1977-01-05,0.000000,6.750000,6.375000,6.375000,2.968078,800
1977-01-06,0.000000,7.000000,6.625000,6.625000,3.084475,2600
1977-01-07,0.000000,7.000000,6.625000,6.625000,3.084475,2400
1977-01-10,0.000000,7.375000,7.000000,7.000000,3.259068,3600
1977-01-11,0.000000,7.500000,7.125000,7.125000,3.317266,2600
1977-01-12,0.000000,7.375000,7.000000,7.000000,3.259068,10000
1977-01-13,0.000000,7.375000,7.000000,7.000000,3.259068,3800
1977-01-14,0.000000,7.375000,7.000000,7.000000,3.259068,2000
1977-01-17,0.000000,7.375000,7.000000,7.000000,3.259068,200
1977-01-18,0.000000,7.375000,7.000000,7.000000,3.259068,1200
1977-01-19,0.000000,7.375000,7.000000,7.000000,3.259068,200
1977-01-20,7.000000,7.000000,7.000000,7.000000,3.259068,0
1977-01-21,0.000000,7.250000,6.875000,6.875000,3.200870,1000
1977-01-24,0.000000,7.250000,6.875000,6.875000,3.200870,4400
1977-01-25,0.000000,7.250000,6.875000,6.875000,3.200870,200
1977-01-26,0.000000,7.250000,6.875000,6.875000,3.200870,800
1977-01-27,0.000000,7.250000,6.875000,6.875000,3.200870,400
1977-01-28,0.000000,7.125000,6.750000,6.750000,3.142672,7800
1977-01-31,0.000000,7.125000,6.750000,6.750000,3.142672,1000
1977-02-01,0.000000,7.125000,6.750000,6.750000,3.142672,200
1977-02-02,0.000000,7.000000,6.625000,6.625000,3.084475,400
1977-02-03,0.000000,7.000000,6.625000,6.625000,3.084475,2400
1977-02-04,0.000000,7.000000,6.625000,6.625000,3.084475,6400
1977-02-07,0.000000,6.875000,6.500000,6.500000,3.026278,1000
1977-02-08,0.000000,6.875000,6.500000,6.500000,3.026278,400
1977-02-09,0.000000,6.875000,6.500000,6.500000,3.026278,600
1977-02-10,0.000000,7.000000,6.625000,6.625000,3.084475,1200
1977-02-11,0.000000,7.000000,6.625000,6.625000,3.084475,2800
1977-02-14,6.625000,6.625000,6.625000,6.625000,3.084475,0
1977-02-15,6.625000,6.625000,6.625000,6.625000,3.084475,0
1977-02-16,0.000000,6.875000,6.500000,6.500000,3.026278,600
1977-02-17,0.000000,6.875000,6.500000,6.500000,3.026278,800
1977-02-18,0.000000,6.875000,6.500000,6.500000,3.026278,400
1977-02-22,0.000000,6.875000,6.500000,6.500000,3.026278,200
1977-02-23,6.500000,6.500000,6.500000,6.500000,3.026278,0
1977-02-24,6.500000,6.500000,6.500000,6.500000,3.026278,0
1977-02-25,0.000000,6.875000,6.500000,6.500000,3.026278,200
1977-02-28,6.500000,6.500000,6.500000,6.500000,3.026278,0
1977-03-01,0.000000,6.875000,6.500000,6.500000,3.026278,600
1977-03-02,0.000000,6.875000,6.500000,6.500000,3.026278,400
1977-03-03,0.000000,6.875000,6.500000,6.500000,3.026278,400
1977-03-04,0.000000,6.875000,6.500000,6.500000,3.026278,1800
1977-03-07,0.000000,6.875000,6.500000,6.500000,3.026278,800
1977-03-08,0.000000,6.875000,6.500000,6.500000,3.026278,600
1977-03-09,0.000000,6.750000,6.375000,6.375000,2.968078,200
1977-03-10,6.375000,6.375000,6.375000,6.375000,2.968078,0
1977-03-11,6.375000,6.375000,6.375000,6.375000,2.968078,0
1977-03-14,6.375000,6.375000,6.375000,6.375000,2.968078,0
1977-03-15,0.000000,6.750000,6.375000,6.375000,2.968078,200
1977-03-16,0.000000,6.750000,6.375000,6.375000,2.968078,600
1977-03-17,0.000000,6.750000,6.375000,6.375000,2.968078,2000
1977-03-18,6.375000,6.375000,6.375000,6.375000,2.968078,0
1977-03-21,0.000000,6.750000,6.375000,6.375000,2.968078,200
1977-03-22,0.000000,6.625000,6.250000,6.250000,2.909882,600
1977-03-23,0.000000,6.625000,6.250000,6.250000,2.909882,1400
1977-03-24,6.250000,6.250000,6.250000,6.250000,2.909882,0
1977-03-25,6.250000,6.250000,6.250000,6.250000,2.909882,0
1977-03-28,0.000000,6.500000,6.125000,6.125000,2.851685,1200
1977-03-29,0.000000,6.500000,6.125000,6.125000,2.851685,600
1977-03-30,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-03-31,0.000000,6.250000,5.875000,5.875000,2.735288,2000
1977-04-01,0.000000,6.250000,5.875000,5.875000,2.735288,800
1977-04-04,0.000000,6.250000,5.875000,5.875000,2.735288,200
1977-04-05,5.875000,5.875000,5.875000,5.875000,2.735288,0
1977-04-06,0.000000,6.250000,5.875000,5.875000,2.735288,600
1977-04-07,0.000000,6.250000,5.875000,5.875000,2.735288,400
1977-04-11,0.000000,6.250000,5.875000,5.875000,2.735288,200
1977-04-12,5.875000,5.875000,5.875000,5.875000,2.735288,0
1977-04-13,0.000000,6.375000,6.000000,6.000000,2.793487,1200
1977-04-14,0.000000,6.375000,6.000000,6.000000,2.793487,800
1977-04-15,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-04-18,0.000000,6.375000,6.000000,6.000000,2.793487,1200
1977-04-19,0.000000,6.375000,6.000000,6.000000,2.793487,800
1977-04-20,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-04-21,0.000000,6.375000,6.000000,6.000000,2.793487,400
1977-04-22,0.000000,6.375000,6.000000,6.000000,2.793487,600
1977-04-25,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-04-26,0.000000,6.375000,6.000000,6.000000,2.793487,1000
1977-04-27,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-04-28,0.000000,6.375000,6.000000,6.000000,2.793487,1200
1977-04-29,0.000000,6.625000,6.250000,6.250000,2.909882,3800
1977-05-02,0.000000,6.625000,6.250000,6.250000,2.909882,2200
1977-05-03,0.000000,6.750000,6.375000,6.375000,2.968078,2000
1977-05-04,6.375000,6.375000,6.375000,6.375000,2.968078,0
1977-05-05,0.000000,6.750000,6.375000,6.375000,2.968078,400
1977-05-06,0.000000,6.750000,6.375000,6.375000,2.968078,1400
1977-05-09,0.000000,6.500000,6.125000,6.125000,2.851685,2000
1977-05-10,0.000000,6.625000,6.250000,6.250000,2.909882,2000
1977-05-11,0.000000,6.500000,6.125000,6.125000,2.851685,1200
1977-05-12,0.000000,6.500000,6.125000,6.125000,2.851685,200
1977-05-13,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-05-16,0.000000,6.625000,6.250000,6.250000,2.909882,200
1977-05-17,0.000000,6.500000,6.125000,6.125000,2.851685,1200
1977-05-18,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-05-19,0.000000,6.500000,6.125000,6.125000,2.851685,2400
1977-05-20,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-05-23,0.000000,6.500000,6.125000,6.125000,2.851685,800
1977-05-24,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-05-25,0.000000,6.500000,6.125000,6.125000,2.851685,200
1977-05-26,0.000000,6.500000,6.125000,6.125000,2.851685,200
1977-05-27,0.000000,6.500000,6.125000,6.125000,2.851685,1000
1977-05-31,0.000000,6.500000,6.125000,6.125000,2.851685,400
1977-06-01,0.000000,6.500000,6.125000,6.125000,2.851685,400
1977-06-02,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-06-03,6.125000,6.125000,6.125000,6.125000,2.851685,0
1977-06-06,0.000000,6.500000,6.125000,6.125000,2.851685,400
1977-06-07,0.000000,6.375000,6.000000,6.000000,2.793487,1000
1977-06-08,0.000000,6.375000,6.000000,6.000000,2.793487,4000
1977-06-09,0.000000,6.375000,6.000000,6.000000,2.793487,1000
1977-06-10,0.000000,6.375000,6.000000,6.000000,2.793487,200
1977-06-13,0.000000,6.375000,6.000000,6.000000,2.793487,400
1977-06-14,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-06-15,0.000000,6.375000,6.000000,6.000000,2.793487,4200
1977-06-16,0.000000,6.375000,6.000000,6.000000,2.793487,600
1977-06-17,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-06-20,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-06-21,0.000000,6.375000,6.000000,6.000000,2.793487,2200
1977-06-22,0.000000,6.375000,6.000000,6.000000,2.793487,400
1977-06-23,0.000000,6.375000,6.000000,6.000000,2.793487,3200
1977-06-24,0.000000,6.375000,6.000000,6.000000,2.793487,3000
1977-06-27,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-06-28,6.000000,6.000000,6.000000,6.000000,2.793487,0
1977-06-29,0.000000,6.375000,6.000000,6.000000,2.793487,600
1977-06-30,0.000000,6.375000,6.000000,6.000000,2.793487,11000
1977-07-01,0.000000,6.375000,6.000000,6.000000,2.793487,3200
1977-07-05,0.000000,6.625000,6.250000,6.250000,2.909882,3000
1977-07-06,0.000000,6.875000,6.500000,6.500000,3.026278,14800
1977-07-07,0.000000,7.625000,7.250000,7.250000,3.375462,10200
1977-07-08,0.000000,7.750000,7.375000,7.375000,3.433661,3600
1977-07-11,0.000000,7.750000,7.375000,7.375000,3.433661,7800
1977-07-12,0.000000,7.875000,7.500000,7.500000,3.491858,4800
1977-07-13,0.000000,7.875000,7.500000,7.500000,3.491858,2800
1977-07-15,0.000000,7.875000,7.500000,7.500000,3.491858,1000
1977-07-18,0.000000,7.875000,7.500000,7.500000,3.491858,4000
1977-07-19,0.000000,7.875000,7.500000,7.500000,3.491858,1200
1977-07-20,0.000000,7.875000,7.500000,7.500000,3.491858,2000
1977-07-21,7.500000,7.500000,7.500000,7.500000,3.491858,0
1977-07-22,0.000000,7.750000,7.375000,7.375000,3.433661,1600
1977-07-25,0.000000,7.750000,7.375000,7.375000,3.433661,2600
1977-07-26,0.000000,7.625000,7.250000,7.250000,3.375462,400
1977-07-27,0.000000,7.625000,7.250000,7.250000,3.375462,2200
1977-07-28,0.000000,7.625000,7.250000,7.250000,3.375462,1000
1977-07-29,0.000000,7.625000,7.250000,7.250000,3.375462,1000
1977-08-01,0.000000,7.625000,7.250000,7.250000,3.375462,2200
1977-08-02,0.000000,7.625000,7.250000,7.250000,3.375462,200
1977-08-03,0.000000,7.625000,7.250000,7.250000,3.375462,2400
1977-08-04,7.250000,7.250000,7.250000,7.250000,3.375462,0
1977-08-05,0.000000,7.625000,7.250000,7.250000,3.375462,200
1977-08-08,0.000000,7.625000,7.250000,7.250000,3.375462,2200
1977-08-09,0.000000,7.500000,7.125000,7.125000,3.317266,3000
1977-08-10,0.000000,7.500000,7.125000,7.125000,3.317266,400
1977-08-11,0.000000,7.375000,7.000000,7.000000,3.259068,200
1977-08-12,0.000000,7.375000,7.000000,7.000000,3.259068,1600
1977-08-15,0.000000,7.375000,7.000000,7.000000,3.259068,2000
1977-08-16,0.000000,7.375000,7.000000,7.000000,3.259068,3400
1977-08-17,0.000000,7.250000,6.875000,6.875000,3.200870,3200
1977-08-18,0.000000,7.125000,6.750000,6.750000,3.142672,800
1977-08-19,0.000000,7.125000,6.750000,6.750000,3.142672,200
1977-08-22,6.750000,6.750000,6.750000,6.750000,3.142672,0
1977-08-23,0.000000,7.250000,6.875000,6.875000,3.200870,800
1977-08-24,0.000000,7.250000,6.875000,6.875000,3.200870,1200
1977-08-25,6.875000,6.875000,6.875000,6.875000,3.200870,0
1977-08-26,0.000000,7.125000,6.750000,6.750000,3.142672,600
1977-08-29,0.000000,7.125000,6.750000,6.750000,3.142672,24000
1977-08-30,6.750000,6.750000,6.750000,6.750000,3.142672,0
1977-08-31,0.000000,7.125000,6.750000,6.750000,3.142672,400
1977-09-01,0.000000,7.125000,6.750000,6.750000,3.142672,2200
1977-09-02,0.000000,7.250000,6.875000,6.875000,3.200870,2600
1977-09-06,6.875000,6.875000,6.875000,6.875000,3.200870,0
1977-09-07,0.000000,7.250000,6.875000,6.875000,3.200870,400
1977-09-08,0.000000,7.375000,7.000000,7.000000,3.259068,9000
1977-09-09,0.000000,7.375000,7.000000,7.000000,3.259068,1200
1977-09-12,0.000000,7.125000,6.750000,6.750000,3.142672,5200
1977-09-13,0.000000,7.125000,6.750000,6.750000,3.142672,600
1977-09-14,0.000000,7.125000,6.750000,6.750000,3.142672,200
1977-09-15,0.000000,7.125000,6.750000,6.750000,3.142672,200
1977-09-16,6.750000,6.750000,6.750000,6.750000,3.142672,0
1977-09-19,6.750000,6.750000,6.750000,6.750000,3.142672,0
1977-09-20,6.750000,6.750000,6.750000,6.750000,3.142672,0
1977-09-21,0.000000,7.125000,6.750000,6.750000,3.142672,3200
1977-09-22,0.000000,7.125000,6.750000,6.750000,3.142672,800
1977-09-23,0.000000,7.000000,6.625000,6.625000,3.084475,2600
1977-09-26,0.000000,6.875000,6.500000,6.500000,3.026278,200
1977-09-27,0.000000,6.875000,6.500000,6.500000,3.026278,600
1977-09-28,0.000000,6.875000,6.500000,6.500000,3.026278,2400
1977-09-29,0.000000,7.000000,6.625000,6.625000,3.084475,3200
1977-09-30,0.000000,7.000000,6.625000,6.625000,3.084475,1400
1977-10-03,0.000000,7.000000,6.625000,6.625000,3.084475,8800
1977-10-04,0.000000,7.125000,6.750000,6.750000,3.142672,12200
1977-10-05,0.000000,7.125000,6.750000,6.750000,3.142672,400
1977-10-06,0.000000,7.125000,6.750000,6.750000,3.142672,2600
1977-10-07,0.000000,7.375000,7.000000,7.000000,3.259068,9400
1977-10-10,0.000000,7.750000,7.375000,7.375000,3.433661,9400
1977-10-11,0.000000,7.750000,7.375000,7.375000,3.433661,13200
1977-10-12,0.000000,7.750000,7.375000,7.375000,3.433661,14600
1977-10-13,0.000000,7.625000,7.250000,7.250000,3.375462,1400
1977-10-14,0.000000,7.625000,7.250000,7.250000,3.375462,4200
1977-10-17,0.000000,8.125000,7.750000,7.750000,3.608254,24200
1977-10-18,0.000000,8.125000,7.750000,7.750000,3.608254,9200
1977-10-19,0.000000,8.250000,7.875000,7.875000,3.666451,19800
1977-10-20,0.000000,8.250000,7.875000,7.875000,3.666451,5200
1977-10-21,0.000000,8.375000,8.000000,8.000000,3.724650,4200
1977-10-24,0.000000,8.250000,7.875000,7.875000,3.666451,8000
1977-10-25,0.000000,7.625000,7.250000,7.250000,3.375462,15800
1977-10-26,0.000000,7.875000,7.500000,7.500000,3.491858,9200
1977-10-27,0.000000,7.875000,7.500000,7.500000,3.491858,8200
1977-10-28,0.000000,7.875000,7.500000,7.500000,3.491858,600
1977-10-31,0.000000,8.000000,7.625000,7.625000,3.550057,6400
1977-11-01,0.000000,8.000000,7.625000,7.625000,3.550057,5000
1977-11-02,0.000000,8.000000,7.625000,7.625000,3.550057,2000
1977-11-03,0.000000,8.000000,7.625000,7.625000,3.550057,2000
1977-11-04,0.000000,8.000000,7.625000,7.625000,3.550057,4000
1977-11-07,0.000000,8.125000,7.750000,7.750000,3.608254,8400
1977-11-08,0.000000,8.125000,7.750000,7.750000,3.608254,4600
1977-11-09,0.000000,8.125000,7.750000,7.750000,3.608254,200
1977-11-10,0.000000,8.250000,7.875000,7.875000,3.666451,2000
1977-11-11,0.000000,8.875000,8.500000,8.500000,3.957439,17400
1977-11-14,0.000000,9.750000,9.375000,9.375000,4.364824,18600
1977-11-15,0.000000,10.125000,9.750000,9.750000,4.539416,35400
1977-11-16,0.000000,10.750000,10.375000,10.375000,4.830404,49000
1977-11-17,0.000000,10.375000,10.000000,10.000000,4.655813,48800
1977-11-18,0.000000,10.500000,10.125000,10.125000,4.714010,26600
1977-11-21,0.000000,10.500000,10.125000,10.125000,4.714010,20600
1977-11-22,0.000000,10.500000,10.125000,10.125000,4.714010,24000
1977-11-23,0.000000,10.375000,10.000000,10.000000,4.655813,6600
1977-11-25,0.000000,10.375000,10.000000,10.000000,4.655813,3600
1977-11-28,0.000000,10.250000,9.875000,9.875000,4.597612,14600
1977-11-29,0.000000,10.250000,9.875000,9.875000,4.597612,18000
1977-11-30,0.000000,10.250000,9.875000,9.875000,4.597612,5800
1977-12-01,0.000000,9.875000,9.500000,9.500000,4.423023,10600
1977-12-02,0.000000,10.000000,9.625000,9.625000,4.481221,7000
1977-12-05,0.000000,10.000000,9.625000,9.625000,4.481221,7200
1977-12-06,0.000000,10.250000,9.875000,9.875000,4.597612,10400
1977-12-07,0.000000,10.625000,10.250000,10.250000,4.772207,5000
1977-12-08,0.000000,12.250000,11.875000,11.875000,5.528776,32800
1977-12-09,0.000000,12.875000,12.500000,12.500000,5.819764,49600
1977-12-12,0.000000,12.125000,11.750000,11.750000,5.470576,17800
1977-12-13,0.000000,12.250000,11.875000,11.875000,5.528776,6400
1977-12-14,0.000000,11.000000,10.625000,10.625000,4.946797,15200
1977-12-15,0.000000,11.000000,10.625000,10.625000,4.946797,14400
1977-12-16,0.000000,11.625000,11.250000,11.250000,5.237789,7600
1977-12-19,0.000000,11.625000,11.250000,11.250000,5.237789,3600
1977-12-20,0.000000,11.000000,10.625000,10.625000,4.946797,8400
1977-12-21,0.000000,10.875000,10.500000,10.500000,4.888601,4400
1977-12-22,0.000000,10.875000,10.500000,10.500000,4.888601,4800
1977-12-23,0.000000,10.250000,9.875000,9.875000,4.597612,11200
1977-12-27,0.000000,10.375000,10.000000,10.000000,4.655813,1200
1977-12-28,0.000000,10.375000,10.000000,10.000000,4.655813,2400
1977-12-29,0.000000,10.375000,10.000000,10.000000,4.655813,800
1977-12-30,0.000000,10.500000,10.125000,10.125000,4.714010,4800
1978-01-03,0.000000,10.375000,10.000000,10.000000,4.655813,7600
1978-01-04,0.000000,10.375000,10.000000,10.000000,4.655813,1800
1978-01-05,0.000000,9.875000,9.500000,9.500000,4.423023,5600
1978-01-06,0.000000,9.625000,9.250000,9.250000,4.306626,4800
1978-01-09,0.000000,9.000000,8.625000,8.625000,4.015641,9000
1978-01-10,0.000000,9.250000,8.875000,8.875000,4.132033,8000
1978-01-11,0.000000,9.125000,8.750000,8.750000,4.073836,4200
1978-01-12,0.000000,9.500000,9.125000,9.125000,4.248428,12800
1978-01-13,0.000000,9.500000,9.125000,9.125000,4.248428,1600
1978-01-16,9.125000,9.125000,9.125000,9.125000,4.248428,0
1978-01-17,9.125000,9.125000,9.125000,9.125000,4.248428,0
1978-01-18,0.000000,9.125000,8.750000,8.750000,4.073836,7400
1978-01-19,0.000000,9.125000,8.750000,8.750000,4.073836,4600
1978-01-20,8.750000,8.750000,8.750000,8.750000,4.073836,0
1978-01-23,8.750000,8.750000,8.750000,8.750000,4.073836,0
1978-01-24,0.000000,9.125000,8.750000,8.750000,4.073836,3400
1978-01-25,0.000000,9.125000,8.750000,8.750000,4.073836,2400
1978-01-26,0.000000,8.750000,8.375000,8.375000,3.899241,5600
1978-01-27,0.000000,8.750000,8.375000,8.375000,3.899241,400
1978-01-30,8.375000,8.375000,8.375000,8.375000,3.899241,0
1978-01-31,0.000000,9.250000,8.875000,8.875000,4.132033,8200
1978-02-01,8.875000,8.875000,8.875000,8.875000,4.132033,0
1978-02-02,0.000000,9.250000,8.875000,8.875000,4.132033,2400
1978-02-03,0.000000,9.125000,8.750000,8.750000,4.073836,12400
1978-02-06,0.000000,9.125000,8.750000,8.750000,4.073836,800
1978-02-07,8.750000,8.750000,8.750000,8.750000,4.073836,0
1978-02-08,0.000000,9.125000,8.750000,8.750000,4.073836,600
1978-02-09,0.000000,9.000000,8.625000,8.625000,4.015641,4600
1978-02-10,0.000000,9.000000,8.625000,8.625000,4.015641,200
1978-02-13,0.000000,9.000000,8.625000,8.625000,4.015641,2000
1978-02-14,0.000000,9.000000,8.625000,8.625000,4.015641,200
1978-02-15,0.000000,8.875000,8.500000,8.500000,3.957439,2400
1978-02-16,8.500000,8.500000,8.500000,8.500000,3.957439,0
1978-02-17,8.500000,8.500000,8.500000,8.500000,3.957439,0
1978-02-21,8.500000,8.500000,8.500000,8.500000,3.957439,0
1978-02-22,8.500000,8.500000,8.500000,8.500000,3.957439,0
1978-02-23,8.500000,8.500000,8.500000,8.500000,3.957439,0
1978-02-24,0.000000,8.875000,8.500000,8.500000,3.957439,4200
1978-02-27,0.000000,8.500000,8.125000,8.125000,3.782846,3800
1978-02-28,0.000000,8.375000,8.000000,8.000000,3.724650,5400
1978-03-01,0.000000,8.375000,8.000000,8.000000,3.724650,200
1978-03-02,0.000000,8.375000,8.000000,8.000000,3.724650,2000
1978-03-03,0.000000,8.500000,8.125000,8.125000,3.782846,5200
1978-03-06,0.000000,8.500000,8.125000,8.125000,3.782846,400
1978-03-07,0.000000,8.500000,8.125000,8.125000,3.782846,4200
1978-03-08,0.000000,8.375000,8.000000,8.000000,3.724650,400
1978-03-09,8.000000,8.000000,8.000000,8.000000,3.724650,0
1978-03-10,0.000000,8.500000,8.125000,8.125000,3.782846,200
1978-03-13,8.125000,8.125000,8.125000,8.125000,3.782846,0
1978-03-14,0.000000,8.500000,8.125000,8.125000,3.782846,1600
1978-03-15,0.000000,8.500000,8.125000,8.125000,3.782846,5400
1978-03-16,0.000000,8.500000,8.125000,8.125000,3.782846,1000
1978-03-17,0.000000,8.500000,8.125000,8.125000,3.782846,4200
1978-03-20,0.000000,8.500000,8.125000,8.125000,3.782846,2600
1978-03-21,0.000000,8.500000,8.125000,8.125000,3.782846,2600
1978-03-22,0.000000,8.500000,8.125000,8.125000,3.782846,1600
1978-03-23,0.000000,8.500000,8.125000,8.125000,3.782846,1600
1978-03-27,0.000000,8.500000,8.125000,8.125000,3.782846,2000
1978-03-28,0.000000,8.375000,8.000000,8.000000,3.724650,400
1978-03-29,0.000000,8.375000,8.000000,8.000000,3.724650,1000
1978-03-30,0.000000,8.375000,8.000000,8.000000,3.724650,200
1978-03-31,0.000000,8.375000,8.000000,8.000000,3.724650,2400
1978-04-03,0.000000,8.250000,7.875000,7.875000,3.666451,2600
1978-04-04,0.000000,8.250000,7.875000,7.875000,3.666451,400
1978-04-05,0.000000,8.250000,7.875000,7.875000,3.666451,200
1978-04-06,7.875000,7.875000,7.875000,7.875000,3.666451,0
1978-04-07,0.000000,8.125000,7.750000,7.750000,3.608254,4600
1978-04-10,0.000000,8.125000,7.750000,7.750000,3.608254,2200
1978-04-11,0.000000,8.125000,7.750000,7.750000,3.608254,800
1978-04-12,0.000000,8.125000,7.750000,7.750000,3.608254,10000
1978-04-13,0.000000,8.625000,8.250000,8.250000,3.841043,30600
1978-04-14,0.000000,8.625000,8.250000,8.250000,3.841043,19800
1978-04-17,0.000000,8.500000,8.125000,8.125000,3.782846,3600
1978-04-18,0.000000,8.250000,7.875000,7.875000,3.666451,2400
1978-04-19,0.000000,8.000000,7.625000,7.625000,3.550057,3000
1978-04-20,0.000000,8.125000,7.750000,7.750000,3.608254,7000
1978-04-21,0.000000,8.125000,7.750000,7.750000,3.608254,1200
1978-04-24,0.000000,8.125000,7.750000,7.750000,3.608254,1600
1978-04-25,0.000000,8.125000,7.750000,7.750000,3.608254,1200
1978-04-26,0.000000,8.125000,7.750000,7.750000,3.608254,3800
1978-04-27,0.000000,8.000000,7.625000,7.625000,3.550057,3200
1978-04-28,0.000000,7.875000,7.500000,7.500000,3.491858,4200
1978-05-01,0.000000,8.125000,7.750000,7.750000,3.608254,10400
1978-05-02,0.000000,8.375000,8.000000,8.000000,3.724650,18600
1978-05-03,0.000000,8.375000,8.000000,8.000000,3.724650,5400
1978-05-04,0.000000,8.375000,8.000000,8.000000,3.724650,2400
1978-05-05,0.000000,8.250000,7.875000,7.875000,3.666451,3400
1978-05-08,0.000000,8.125000,7.750000,7.750000,3.608254,5200
1978-05-09,0.000000,8.250000,7.875000,7.875000,3.666451,5200
1978-05-10,0.000000,8.125000,7.750000,7.750000,3.608254,7400
1978-05-11,0.000000,8.000000,7.625000,7.625000,3.550057,4600
1978-05-12,0.000000,7.750000,7.375000,7.375000,3.433661,8400
1978-05-15,0.000000,7.750000,7.375000,7.375000,3.433661,7000
1978-05-16,0.000000,7.750000,7.375000,7.375000,3.433661,3400
1978-05-17,0.000000,7.750000,7.375000,7.375000,3.433661,1800
1978-05-18,0.000000,7.750000,7.375000,7.375000,3.433661,9400
1978-05-19,7.375000,7.375000,7.375000,7.375000,3.433661,0
1978-05-22,0.000000,7.750000,7.375000,7.375000,3.433661,5200
1978-05-23,0.000000,7.750000,7.375000,7.375000,3.433661,13600
1978-05-24,0.000000,7.750000,7.375000,7.375000,3.433661,2200
1978-05-25,0.000000,7.625000,7.250000,7.250000,3.375462,400
1978-05-26,0.000000,7.625000,7.250000,7.250000,3.375462,800
1978-05-30,0.000000,7.625000,7.250000,7.250000,3.375462,400
1978-05-31,7.250000,7.250000,7.250000,7.250000,3.375462,0
1978-06-01,0.000000,7.625000,7.250000,7.250000,3.375462,8000
1978-06-02,0.000000,7.625000,7.250000,7.250000,3.375462,4800
1978-06-05,0.000000,7.500000,7.125000,7.125000,3.317266,8600
1978-06-06,0.000000,7.500000,7.125000,7.125000,3.317266,3600
1978-06-07,0.000000,7.500000,7.125000,7.125000,3.317266,4400
1978-06-08,0.000000,7.500000,7.125000,7.125000,3.317266,6800
1978-06-09,0.000000,7.500000,7.125000,7.125000,3.317266,1200
1978-06-12,0.000000,7.375000,7.000000,7.000000,3.259068,1000
1978-06-13,0.000000,7.375000,7.000000,7.000000,3.259068,4800
1978-06-14,0.000000,7.375000,7.000000,7.000000,3.259068,2800
1978-06-15,0.000000,7.250000,6.875000,6.875000,3.200870,600
1978-06-16,0.000000,7.250000,6.875000,6.875000,3.200870,4800
1978-06-19,0.000000,7.250000,6.875000,6.875000,3.200870,6800
1978-06-20,0.000000,7.250000,6.875000,6.875000,3.200870,5000
1978-06-21,0.000000,7.250000,6.875000,6.875000,3.200870,2600
1978-06-22,0.000000,7.250000,6.875000,6.875000,3.200870,2600
1978-06-23,0.000000,7.250000,6.875000,6.875000,3.200870,1200
1978-06-26,0.000000,6.875000,6.500000,6.500000,3.026278,12000
1978-06-27,0.000000,6.625000,6.250000,6.250000,2.909882,2800
1978-06-28,0.000000,6.625000,6.250000,6.250000,2.909882,2600
1978-06-29,0.000000,6.750000,6.375000,6.375000,2.968078,1600
1978-06-30,0.000000,7.750000,7.375000,7.375000,3.433661,15200
1978-07-03,0.000000,7.625000,7.250000,7.250000,3.375462,4800
1978-07-05,0.000000,7.375000,7.000000,7.000000,3.259068,1800
1978-07-06,0.000000,7.375000,7.000000,7.000000,3.259068,3600
1978-07-07,7.000000,7.000000,7.000000,7.000000,3.259068,0
1978-07-10,0.000000,7.375000,7.000000,7.000000,3.259068,2000
1978-07-11,0.000000,7.500000,7.125000,7.125000,3.317266,3200
1978-07-12,0.000000,7.625000,7.250000,7.250000,3.375462,400
1978-07-13,0.000000,7.625000,7.250000,7.250000,3.375462,800
1978-07-14,0.000000,7.625000,7.250000,7.250000,3.375462,200
1978-07-17,0.000000,7.625000,7.250000,7.250000,3.375462,200
1978-07-18,0.000000,7.500000,7.125000,7.125000,3.317266,600
1978-07-19,0.000000,7.500000,7.125000,7.125000,3.317266,400
1978-07-20,0.000000,7.500000,7.125000,7.125000,3.317266,1400
1978-07-21,0.000000,7.500000,7.125000,7.125000,3.317266,4000
1978-07-24,0.000000,7.500000,7.125000,7.125000,3.317266,600
1978-07-25,0.000000,7.500000,7.125000,7.125000,3.317266,200
1978-07-26,0.000000,7.500000,7.125000,7.125000,3.317266,2400
1978-07-27,7.125000,7.125000,7.125000,7.125000,3.317266,0
1978-07-28,0.000000,7.750000,7.375000,7.375000,3.433661,5400
1978-07-31,0.000000,7.750000,7.375000,7.375000,3.433661,7600
1978-08-01,0.000000,7.750000,7.375000,7.375000,3.433661,2600
1978-08-02,0.000000,7.750000,7.375000,7.375000,3.433661,6000
1978-08-03,0.000000,7.750000,7.375000,7.375000,3.433661,6000
